0.000000 0.016732 0.016732 -0.066743 -0.000269
0.001000 -0.013799 -0.013799 -0.074009 -0.000276
0.002000 0.002909 0.002909 -0.042535 -0.000256
0.003000 -0.050755 -0.050755 -0.000286 -0.000310
0.004000 -0.055670 -0.055670 0.008716 -0.000281
0.005000 -0.038712 -0.038712 -0.007670 -0.000299
0.006000 -0.074249 -0.074249 -0.023653 -0.000267
0.007000 -0.028724 -0.028724 -0.040649 -0.000288
0.008000 -0.034209 -0.034209 -0.032733 -0.000260
0.009000 -0.043755 -0.043755 -0.073540 -0.000276
0.010000 -0.004520 -0.004520 -0.133045 -0.000267
0.011000 -0.007613 -0.007613 -0.149365 -0.000276
0.012000 0.014013 0.014013 -0.165434 -0.000295
0.013000 0.043053 0.043053 -0.156140 -0.000273
0.014000 0.025863 0.025863 -0.175034 -0.000302
0.015000 0.071715 0.071715 -0.192233 -0.000276
0.016000 0.063003 0.063003 -0.185245 -0.000293
0.017000 0.024030 0.024030 -0.176022 -0.000267
0.018000 0.061012 0.061012 -0.165523 -0.000249
0.019000 0.024392 0.024392 -0.129219 -0.000282
0.020000 0.003801 0.003801 -0.081620 -0.000302
0.021000 0.014831 0.014831 -0.055001 -0.000294
0.022000 -0.047631 -0.047631 -0.042506 -0.000269
0.023000 -0.040697 -0.040697 -0.020472 -0.000294
0.024000 -0.033992 -0.033992 0.044205 -0.000284
0.025000 -0.082078 -0.082078 0.040881 -0.000264
0.026000 -0.031518 -0.031518 0.049765 -0.000283
0.027000 -0.038610 -0.038610 -0.002493 -0.000241
0.028000 -0.051886 -0.051886 -0.023619 -0.000296
0.029000 0.004890 0.004890 -0.057071 -0.000279
0.030000 -0.017093 -0.017093 -0.109526 -0.000270
0.031000 0.025960 0.025960 -0.173017 -0.000256
0.032000 0.067677 0.067677 -0.163910 -0.000298
0.033000 0.012203 0.012203 -0.131546 -0.000249
0.034000 0.063003 0.063003 -0.159312 -0.000267
0.035000 0.062744 0.062744 -0.155414 -0.000308
0.036000 0.026252 0.026252 -0.212469 -0.000276
0.037000 0.057625 0.057625 -0.176889 -0.000260
0.038000 0.015389 0.015389 -0.146389 -0.000283
0.039000 0.000509 0.000509 -0.143481 -0.000268
0.040000 0.034898 0.034898 -0.084642 -0.000257
0.041000 -0.019642 -0.019642 -0.062276 -0.000291
0.042000 -0.014428 -0.014428 -0.068502 -0.000273
0.043000 -0.017316 -0.017316 -0.023651 -0.000240
0.044000 -0.074941 -0.074941 0.006346 -0.000264
0.045000 -0.030265 -0.030265 0.000494 -0.000269
0.046000 -0.039969 -0.039969 0.006412 -0.000285
0.047000 -0.058981 -0.058981 -0.025057 -0.000276
0.048000 -0.005266 -0.005266 -0.029566 -0.000305
0.049000 -0.033858 -0.033858 -0.023746 -0.000252
0.050000 -0.026040 -0.026040 -0.096867 -0.000264
0.051000 0.035710 0.035710 -0.137488 -0.000287
0.052000 -0.009719 -0.009719 -0.159778 -0.000250
0.053000 0.043698 0.043698 -0.200099 -0.000306
0.054000 0.061599 0.061599 -0.138554 -0.000295
0.055000 0.026935 0.026935 -0.153479 -0.000277
0.056000 0.064911 0.064911 -0.177581 -0.000296
0.057000 0.035730 0.035730 -0.143386 -0.000288
