0.000000 1.333333 0.619546 -0.940402
0.001000 1.333333 0.543675 -0.939391
0.002000 1.317305 0.450635 -0.884073
0.003000 1.106900 0.359380 -0.746615
0.004000 0.675434 0.097455 -0.599377
0.005000 0.320986 -0.014651 -0.323627
0.006000 -0.018624 -0.162595 -0.161096
0.007000 -0.373799 -0.299517 0.071490
0.008000 -0.680361 -0.357575 0.319659
0.009000 -0.794188 -0.358634 0.399424
0.010000 -0.947718 -0.333396 0.566870
0.011000 -0.836789 -0.268294 0.540649
0.012000 -0.661124 -0.129531 0.460538
0.013000 -0.492846 -0.044496 0.384065
0.014000 -0.007991 0.182245 0.135762
0.015000 0.255103 0.290489 -0.042669
0.016000 0.588702 0.406312 -0.244047
0.017000 1.024507 0.585863 -0.483262
0.018000 1.220230 0.621350 -0.653983
0.019000 1.333333 0.629050 -0.848575
0.020000 1.333333 0.638415 -0.952193
0.021000 1.333333 0.522977 -0.956972
0.022000 1.313488 0.441618 -0.900753
0.023000 1.092278 0.339962 -0.744031
0.024000 0.697811 0.101387 -0.607373
0.025000 0.367995 0.009499 -0.369427
0.026000 0.047015 -0.142440 -0.174611
0.027000 -0.347423 -0.299056 0.039624
0.028000 -0.646039 -0.322116 0.294234
0.029000 -0.769842 -0.347922 0.387996
0.030000 -0.935422 -0.339941 0.560558
0.031000 -0.863868 -0.269302 0.530982
0.032000 -0.677098 -0.146773 0.481363
0.033000 -0.542132 -0.086886 0.402255
0.034000 -0.059984 0.145668 0.139188
0.035000 0.211673 0.244892 -0.021672
0.036000 0.531074 0.379809 -0.213685
0.037000 0.981928 0.569228 -0.478151
0.038000 1.207802 0.583031 -0.673994
0.039000 1.333333 0.627708 -0.857199
0.040000 1.333333 0.642809 -0.954540
0.041000 1.333333 0.547177 -0.926859
0.042000 1.332095 0.458633 -0.910854
0.043000 1.110443 0.367056 -0.768269
0.044000 0.736290 0.109956 -0.620886
0.045000 0.394161 0.019167 -0.386165
0.046000 0.050097 -0.143231 -0.224410
0.047000 -0.301797 -0.295297 0.013339
0.048000 -0.606779 -0.336420 0.262134
0.049000 -0.760612 -0.381812 0.360691
0.050000 -0.933739 -0.356543 0.547217
0.051000 -0.859370 -0.298500 0.514910
0.052000 -0.662100 -0.156776 0.454499
0.053000 -0.521612 -0.079138 0.407052
0.054000 -0.082474 0.162535 0.158917
0.055000 0.189681 0.266271 0.010614
0.056000 0.533773 0.379288 -0.206764
0.057000 0.957863 0.556257 -0.486327
0.058000 1.194404 0.577761 -0.678000
0.059000 1.333333 0.614603 -0.840489
0.060000 1.333333 0.645202 -0.926227
0.061000 1.333333 0.573317 -0.918408
0.062000 1.327885 0.447021 -0.897612
0.063000 1.114746 0.354709 -0.773560
0.064000 0.750605 0.132632 -0.628799
0.065000 0.412899 0.018781 -0.407498
0.066000 0.067388 -0.116284 -0.208773
0.067000 -0.299760 -0.269655 0.016729
0.068000 -0.624458 -0.308172 0.300732
0.069000 -0.770646 -0.359234 0.369970
0.070000 -0.930221 -0.343284 0.540848
0.071000 -0.841242 -0.254481 0.549340
0.072000 -0.685342 -0.161525 0.470153
0.073000 -0.556844 -0.091237 0.400265
0.074000 -0.106134 0.111435 0.172375
0.075000 0.164578 0.245972 0.010595
0.076000 0.491214 0.390948 -0.184118
0.077000 0.948665 0.567491 -0.439101
0.078000 1.188899 0.617613 -0.646987
0.079000 1.333333 0.633226 -0.797237
0.080000 1.333333 0.647879 -0.934113
0.081000 1.333333 0.551115 -0.925298
0.082000 1.333333 0.457175 -0.923173
0.083000 1.136297 0.359596 -0.774187
0.084000 0.747686 0.129682 -0.638468
0.085000 0.436559 0.034804 -0.413318
0.086000 0.100173 -0.093283 -0.212215
0.087000 -0.261630 -0.264835 -0.029682
0.088000 -0.598580 -0.295867 0.267989
0.089000 -0.713715 -0.361891 0.371062
0.090000 -0.942256 -0.363991 0.538037
0.091000 -0.872220 -0.281996 0.534316
0.092000 -0.669938 -0.160399 0.470303
0.093000 -0.559918 -0.098430 0.409098
0.094000 -0.155328 0.092737 0.172448
0.095000 0.160574 0.212923 -0.007029
0.096000 0.464928 0.353068 -0.174371
0.097000 0.908069 0.537830 -0.446124
0.098000 1.196329 0.601985 -0.635944
0.099000 1.333333 0.600474 -0.821603
0.100000 1.333333 0.616886 -0.978068
0.101000 1.333333 0.549048 -0.931213
0.102000 1.333333 0.465533 -0.922103
0.103000 1.142340 0.364319 -0.797101
0.104000 0.796440 0.140019 -0.652178
0.105000 0.477829 0.037011 -0.457896
0.106000 0.073734 -0.117948 -0.221919
0.107000 -0.255674 -0.290593 -0.045916
0.108000 -0.598646 -0.336950 0.240238
0.109000 -0.790128 -0.373859 0.340779
0.110000 -0.895690 -0.363546 0.516947
0.111000 -0.905860 -0.304610 0.543823
0.112000 -0.698411 -0.181093 0.462808
0.113000 -0.576283 -0.077539 0.454747
0.114000 -0.209123 0.106810 0.237090
0.115000 0.138017 0.250160 0.029825
0.116000 0.466843 0.358978 -0.158255
0.117000 0.883728 0.537786 -0.422966
0.118000 1.180097 0.606025 -0.626851
0.119000 1.333333 0.645919 -0.740628
0.120000 1.333333 0.627905 -0.944041
0.121000 1.333333 0.568462 -0.913416
0.122000 1.333333 0.464489 -0.913627
0.123000 1.155670 0.390943 -0.792127
0.124000 0.820696 0.184934 -0.640766
0.125000 0.498262 0.045044 -0.460940
0.126000 0.093890 -0.110130 -0.221063
0.127000 -0.243523 -0.267776 -0.052449
0.128000 -0.588257 -0.340601 0.233961
0.129000 -0.758372 -0.405325 0.347835
0.130000 -0.857143 -0.360511 0.478069
0.131000 -0.894951 -0.316261 0.544218
0.132000 -0.728797 -0.219630 0.448895
0.133000 -0.575185 -0.098313 0.415661
0.134000 -0.265928 0.054452 0.241063
0.135000 0.108854 0.202115 0.026088
