0.000000 -0.644104 -0.251995 0.387061
0.001000 -0.623969 -0.171896 0.440181
0.002000 -0.581905 -0.094601 0.476011
0.003000 -0.570565 -0.091331 0.469629
0.004000 -0.607721 -0.135046 0.471067
0.005000 -0.640493 -0.169462 0.458658
0.006000 -0.597005 -0.116481 0.474116
0.007000 -0.560342 -0.071720 0.480515
0.008000 -0.576047 -0.111294 0.461469
0.009000 -0.599027 -0.151518 0.450767
0.010000 -0.617647 -0.145568 0.467272
0.011000 -0.590578 -0.094460 0.479756
0.012000 -0.542749 -0.065505 0.458085
0.013000 -0.551201 -0.123159 0.417744
0.014000 -0.608053 -0.179799 0.427871
0.015000 -0.623234 -0.171362 0.442493
0.016000 -0.554829 -0.116674 0.414866
0.017000 -0.540112 -0.109816 0.420772
0.018000 -0.542428 -0.159349 0.377842
0.019000 -0.603269 -0.212503 0.391673
0.020000 -0.608255 -0.175585 0.424507
0.021000 -0.554634 -0.115394 0.434374
0.022000 -0.531242 -0.089790 0.437241
0.023000 -0.567075 -0.121932 0.445568
0.024000 -0.607309 -0.142021 0.458590
0.025000 -0.584357 -0.105725 0.470555
0.026000 -0.568281 -0.045433 0.500463
0.027000 -0.558376 -0.063016 0.488117
0.028000 -0.606805 -0.134459 0.472846
0.029000 -0.646043 -0.157843 0.477738
0.030000 -0.616352 -0.086575 0.521791
0.031000 -0.573693 -0.050832 0.512453
0.032000 -0.545421 -0.080238 0.445552
0.033000 -0.583728 -0.151991 0.431780
0.034000 -0.618582 -0.174661 0.447301
0.035000 -0.616053 -0.111980 0.485233
0.036000 -0.571819 -0.053820 0.515828
0.037000 -0.585575 -0.079972 0.492797
0.038000 -0.629357 -0.195462 0.429477
0.039000 -0.643732 -0.208461 0.429245
0.040000 -0.565889 -0.096841 0.456057
0.041000 -0.548265 -0.084271 0.454940
0.042000 -0.587772 -0.117370 0.462009
0.043000 -0.603404 -0.121735 0.482574
0.044000 -0.638292 -0.140188 0.491901
0.045000 -0.598687 -0.078808 0.511478
0.046000 -0.577311 -0.054401 0.505413
0.047000 -0.584451 -0.091278 0.484962
0.048000 -0.622903 -0.108782 0.511267
0.049000 -0.662348 -0.081458 0.568573
0.050000 -0.582925 -0.015365 0.545131
0.051000 -0.580455 -0.027426 0.536036
0.052000 -0.607218 -0.073142 0.528326
0.053000 -0.633911 -0.161432 0.470062
0.054000 -0.657570 -0.152801 0.488469
0.055000 -0.587119 -0.107565 0.474257
0.056000 -0.545247 -0.129634 0.403209
0.057000 -0.567965 -0.181966 0.384528
0.058000 -0.634346 -0.194413 0.432881
0.059000 -0.648380 -0.174186 0.468341
0.060000 -0.593180 -0.098834 0.483265
0.061000 -0.569440 -0.094265 0.469089
0.062000 -0.605537 -0.135252 0.465147
0.063000 -0.657309 -0.151064 0.501120
0.064000 -0.660371 -0.081002 0.564233
0.065000 -0.612878 -0.055675 0.539514
0.066000 -0.590205 -0.082027 0.501011
0.067000 -0.641897 -0.141164 0.502753
0.068000 -0.694053 -0.161905 0.524298
0.069000 -0.660374 -0.104159 0.544434
0.070000 -0.650552 -0.120134 0.524804
0.071000 -0.645652 -0.137114 0.506975
0.072000 -0.689051 -0.196405 0.481986
0.073000 -0.684447 -0.189689 0.479988
0.074000 -0.685811 -0.161526 0.508959
0.075000 -0.653115 -0.182620 0.463026
0.076000 -0.665434 -0.216981 0.448682
0.077000 -0.688909 -0.231733 0.451110
0.078000 -0.689506 -0.214775 0.468174
0.079000 -0.648296 -0.153397 0.483430
0.080000 -0.606218 -0.133907 0.463107
0.081000 -0.645614 -0.187756 0.456471
0.082000 -0.711698 -0.224226 0.481750
0.083000 -0.672903 -0.167287 0.506767
0.084000 -0.638918 -0.121599 0.513437
0.085000 -0.619574 -0.123590 0.486464
0.086000 -0.642000 -0.170209 0.471212
0.087000 -0.703579 -0.201846 0.501253
0.088000 -0.707945 -0.184844 0.511024
0.089000 -0.676320 -0.152584 0.516947
0.090000 -0.652986 -0.167189 0.478254
0.091000 -0.681175 -0.221180 0.459139
0.092000 -0.734955 -0.232342 0.499431
0.093000 -0.709255 -0.195981 0.501048
0.094000 -0.666333 -0.152663 0.500400
0.095000 -0.694612 -0.168883 0.511778
0.096000 -0.714582 -0.225056 0.484343
0.097000 -0.721286 -0.243326 0.477055
0.098000 -0.691208 -0.189105 0.488828
0.099000 -0.651393 -0.176598 0.474948
0.100000 -0.666762 -0.195573 0.463712
0.101000 -0.716777 -0.235282 0.486476
0.102000 -0.724035 -0.223249 0.491293
0.103000 -0.667528 -0.167067 0.483924
0.104000 -0.640919 -0.171138 0.462671
0.105000 -0.677706 -0.228167 0.459869
0.106000 -0.752876 -0.252058 0.490548
0.107000 -0.740535 -0.221020 0.509785
0.108000 -0.670924 -0.147513 0.513982
0.109000 -0.666697 -0.155329 0.497128
0.110000 -0.700629 -0.215513 0.482923
0.111000 -0.748922 -0.253140 0.499098
0.112000 -0.723071 -0.208292 0.507331
0.113000 -0.666459 -0.146450 0.505400
0.114000 -0.644641 -0.173577 0.466300
0.115000 -0.688855 -0.241597 0.444540
0.116000 -0.714118 -0.254731 0.453022
0.117000 -0.706397 -0.217973 0.482813
0.118000 -0.670075 -0.183339 0.472837
0.119000 -0.641147 -0.206453 0.436788
0.120000 -0.697170 -0.245617 0.457253
0.121000 -0.724272 -0.242332 0.478141
0.122000 -0.700787 -0.197685 0.479924
0.123000 -0.638399 -0.142910 0.484037
0.124000 -0.660880 -0.161186 0.495746
0.125000 -0.725349 -0.242999 0.477174
0.126000 -0.745807 -0.239659 0.503683
0.127000 -0.689802 -0.187302 0.495055
0.128000 -0.665757 -0.153779 0.504318
0.129000 -0.677040 -0.207650 0.469650
0.130000 -0.728431 -0.245334 0.482375
0.131000 -0.745089 -0.233115 0.507594
0.132000 -0.698872 -0.181991 0.507018
0.133000 -0.674798 -0.193297 0.472972
0.134000 -0.722536 -0.278133 0.441487
0.135000 -0.757861 -0.296051 0.449454
0.136000 -0.729933 -0.262805 0.455615
0.137000 -0.644861 -0.175041 0.458023
0.138000 -0.637265 -0.164854 0.471614
0.139000 -0.662634 -0.212263 0.449727
0.140000 -0.702962 -0.238791 0.465872
0.141000 -0.704186 -0.208918 0.479118
0.142000 -0.671279 -0.178854 0.475808
0.143000 -0.685039 -0.183937 0.498753
0.144000 -0.740777 -0.217473 0.518876
0.145000 -0.770157 -0.262282 0.503251
0.146000 -0.723710 -0.206720 0.508837
0.147000 -0.673643 -0.158629 0.504311
0.148000 -0.681659 -0.183076 0.488916
